"Date","Wind.Dir..10s.deg.","Wind.Spd..km.h.","Daily_max_wind","Daily_mean_wind","Two_Day_max_wind","Two_Day_mean_wind","Three_Day_max_wind","Three_Day_mean_wind"
2014-06-25 04:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-06-25 05:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-06-25 06:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-06-25 07:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-06-25 08:00:00,9,1,NA,NA,NA,NA,NA,NA
2014-06-25 09:00:00,20,6,NA,NA,NA,NA,NA,NA
2014-06-25 10:00:00,19,4,NA,NA,NA,NA,NA,NA
2014-06-25 11:00:00,21,6,NA,NA,NA,NA,NA,NA
2014-06-25 12:00:00,24,6,NA,NA,NA,NA,NA,NA
2014-06-25 13:00:00,21,8,NA,NA,NA,NA,NA,NA
2014-06-25 14:00:00,26,3,NA,NA,NA,NA,NA,NA
2014-06-25 15:00:00,19,7,NA,NA,NA,NA,NA,NA
2014-06-25 16:00:00,21,6,NA,NA,NA,NA,NA,NA
2014-06-25 17:00:00,17,5,NA,NA,NA,NA,NA,NA
2014-06-25 18:00:00,21,5,NA,NA,NA,NA,NA,NA
2014-06-25 19:00:00,24,5,NA,NA,NA,NA,NA,NA
2014-06-25 20:00:00,30,2,NA,NA,NA,NA,NA,NA
2014-06-25 21:00:00,4,2,NA,NA,NA,NA,NA,NA
2014-06-25 22:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-06-25 23:00:00,7,2,8,3.70833333333333,11,3.60416666666667,11,3.68055555555556
2014-06-26 00:00:00,7,3,NA,NA,NA,NA,NA,NA
2014-06-26 01:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-06-26 02:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-06-26 03:00:00,7,3,NA,NA,NA,NA,NA,NA
2014-06-26 04:00:00,7,4,NA,NA,NA,NA,NA,NA
2014-06-26 05:00:00,7,2,NA,NA,NA,NA,NA,NA
2014-06-26 06:00:00,7,3,NA,NA,NA,NA,NA,NA
2014-06-26 07:00:00,7,3,NA,NA,NA,NA,NA,NA
2014-06-26 08:00:00,7,2,NA,NA,NA,NA,NA,NA
2014-06-26 09:00:00,20,6,NA,NA,NA,NA,NA,NA
2014-06-26 10:00:00,17,6,NA,NA,NA,NA,NA,NA
2014-06-26 11:00:00,19,8,NA,NA,NA,NA,NA,NA
2014-06-26 12:00:00,16,7,NA,NA,NA,NA,NA,NA
2014-06-26 13:00:00,20,9,NA,NA,NA,NA,NA,NA
2014-06-26 14:00:00,19,6,NA,NA,NA,NA,NA,NA
2014-06-26 15:00:00,18,8,NA,NA,NA,NA,NA,NA
2014-06-26 16:00:00,16,5,NA,NA,NA,NA,NA,NA
2014-06-26 17:00:00,20,10,NA,NA,NA,NA,NA,NA
2014-06-26 18:00:00,21,9,NA,NA,NA,NA,NA,NA
2014-06-26 19:00:00,11,6,NA,NA,NA,NA,NA,NA
2014-06-26 20:00:00,12,5,NA,NA,NA,NA,NA,NA
2014-06-26 21:00:00,12,4,NA,NA,NA,NA,NA,NA
2014-06-26 22:00:00,10,7,NA,NA,NA,NA,NA,NA
2014-06-26 23:00:00,13,5,10,5.04166666666667,10,4.375,11,4.08333333333333
2014-06-27 00:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-06-27 01:00:00,14,4,NA,NA,NA,NA,NA,NA
2014-06-27 02:00:00,13,4,NA,NA,NA,NA,NA,NA
2014-06-27 03:00:00,14,4,NA,NA,NA,NA,NA,NA
2014-06-27 04:00:00,12,5,NA,NA,NA,NA,NA,NA
2014-06-27 05:00:00,10,6,NA,NA,NA,NA,NA,NA
2014-06-27 06:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-06-27 07:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-06-27 08:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-06-27 09:00:00,23,2,NA,NA,NA,NA,NA,NA
2014-06-27 10:00:00,22,6,NA,NA,NA,NA,NA,NA
2014-06-27 11:00:00,27,3,NA,NA,NA,NA,NA,NA
2014-06-27 12:00:00,20,3,NA,NA,NA,NA,NA,NA
2014-06-27 13:00:00,10,3,NA,NA,NA,NA,NA,NA
2014-06-27 14:00:00,13,4,NA,NA,NA,NA,NA,NA
2014-06-27 15:00:00,12,6,NA,NA,NA,NA,NA,NA
2014-06-27 16:00:00,14,4,NA,NA,NA,NA,NA,NA
2014-06-27 17:00:00,16,3,NA,NA,NA,NA,NA,NA
2014-06-27 18:00:00,15,4,NA,NA,NA,NA,NA,NA
2014-06-27 19:00:00,11,8,NA,NA,NA,NA,NA,NA
2014-06-27 20:00:00,11,8,NA,NA,NA,NA,NA,NA
2014-06-27 21:00:00,13,7,NA,NA,NA,NA,NA,NA
2014-06-27 22:00:00,11,9,NA,NA,NA,NA,NA,NA
2014-06-27 23:00:00,11,6,9,4.20833333333333,10,4.625,10,4.31944444444444
2014-06-28 00:00:00,10,5,NA,NA,NA,NA,NA,NA
2014-06-28 01:00:00,10,5,NA,NA,NA,NA,NA,NA
2014-06-28 02:00:00,10,4,NA,NA,NA,NA,NA,NA
2014-06-28 03:00:00,10,3,NA,NA,NA,NA,NA,NA
2014-06-28 04:00:00,13,2,NA,NA,NA,NA,NA,NA
2014-06-28 05:00:00,9,5,NA,NA,NA,NA,NA,NA
2014-06-28 06:00:00,9,5,NA,NA,NA,NA,NA,NA
2014-06-28 07:00:00,12,5,NA,NA,NA,NA,NA,NA
2014-06-28 08:00:00,14,5,NA,NA,NA,NA,NA,NA
2014-06-28 09:00:00,15,3,NA,NA,NA,NA,NA,NA
2014-06-28 10:00:00,11,7,NA,NA,NA,NA,NA,NA
2014-06-28 11:00:00,13,5,NA,NA,NA,NA,NA,NA
2014-06-28 12:00:00,19,8,NA,NA,NA,NA,NA,NA
2014-06-28 13:00:00,15,8,NA,NA,NA,NA,NA,NA
2014-06-28 14:00:00,10,6,NA,NA,NA,NA,NA,NA
2014-06-28 15:00:00,21,7,NA,NA,NA,NA,NA,NA
2014-06-28 16:00:00,13,5,NA,NA,NA,NA,NA,NA
2014-06-28 17:00:00,13,5,NA,NA,NA,NA,NA,NA
2014-06-28 18:00:00,15,5,NA,NA,NA,NA,NA,NA
2014-06-28 19:00:00,12,4,NA,NA,NA,NA,NA,NA
2014-06-28 20:00:00,10,8,NA,NA,NA,NA,NA,NA
2014-06-28 21:00:00,11,5,NA,NA,NA,NA,NA,NA
2014-06-28 22:00:00,9,7,NA,NA,NA,NA,NA,NA
2014-06-28 23:00:00,12,4,8,5.25,9,4.72916666666667,10,4.83333333333333
2014-06-29 00:00:00,12,6,NA,NA,NA,NA,NA,NA
2014-06-29 01:00:00,11,3,NA,NA,NA,NA,NA,NA
2014-06-29 02:00:00,10,5,NA,NA,NA,NA,NA,NA
2014-06-29 03:00:00,9,2,NA,NA,NA,NA,NA,NA
2014-06-29 04:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-06-29 05:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-06-29 06:00:00,8,1,NA,NA,NA,NA,NA,NA
2014-06-29 07:00:00,14,3,NA,NA,NA,NA,NA,NA
2014-06-29 08:00:00,17,2,NA,NA,NA,NA,NA,NA
2014-06-29 09:00:00,20,5,NA,NA,NA,NA,NA,NA
2014-06-29 10:00:00,28,3,NA,NA,NA,NA,NA,NA
2014-06-29 11:00:00,31,2,NA,NA,NA,NA,NA,NA
2014-06-29 12:00:00,22,5,NA,NA,NA,NA,NA,NA
2014-06-29 13:00:00,22,5,NA,NA,NA,NA,NA,NA
2014-06-29 14:00:00,18,4,NA,NA,NA,NA,NA,NA
2014-06-29 15:00:00,17,4,NA,NA,NA,NA,NA,NA
2014-06-29 16:00:00,21,4,NA,NA,NA,NA,NA,NA
2014-06-29 17:00:00,15,6,NA,NA,NA,NA,NA,NA
2014-06-29 18:00:00,3,3,NA,NA,NA,NA,NA,NA
2014-06-29 19:00:00,14,4,NA,NA,NA,NA,NA,NA
2014-06-29 20:00:00,21,2,NA,NA,NA,NA,NA,NA
2014-06-29 21:00:00,10,3,NA,NA,NA,NA,NA,NA
2014-06-29 22:00:00,9,4,NA,NA,NA,NA,NA,NA
2014-06-29 23:00:00,8,2,6,3.29166666666667,8,4.27083333333333,9,4.25
2014-06-30 00:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-06-30 01:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-06-30 02:00:00,7,3,NA,NA,NA,NA,NA,NA
2014-06-30 03:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-06-30 04:00:00,7,3,NA,NA,NA,NA,NA,NA
2014-06-30 05:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-06-30 06:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-06-30 07:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-06-30 08:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-06-30 09:00:00,21,3,NA,NA,NA,NA,NA,NA
2014-06-30 10:00:00,23,2,NA,NA,NA,NA,NA,NA
2014-06-30 11:00:00,17,5,NA,NA,NA,NA,NA,NA
2014-06-30 12:00:00,24,3,NA,NA,NA,NA,NA,NA
2014-06-30 13:00:00,24,5,NA,NA,NA,NA,NA,NA
2014-06-30 14:00:00,18,8,NA,NA,NA,NA,NA,NA
2014-06-30 15:00:00,21,5,NA,NA,NA,NA,NA,NA
2014-06-30 16:00:00,19,4,NA,NA,NA,NA,NA,NA
2014-06-30 17:00:00,22,6,NA,NA,NA,NA,NA,NA
2014-06-30 18:00:00,24,5,NA,NA,NA,NA,NA,NA
2014-06-30 19:00:00,23,6,NA,NA,NA,NA,NA,NA
2014-06-30 20:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-06-30 21:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-06-30 22:00:00,6,1,NA,NA,NA,NA,NA,NA
2014-06-30 23:00:00,7,2,8,3.08333333333333,8,3.1875,8,3.875
2014-07-01 00:00:00,7,4,NA,NA,NA,NA,NA,NA
2014-07-01 01:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-07-01 02:00:00,7,4,NA,NA,NA,NA,NA,NA
2014-07-01 03:00:00,9,4,NA,NA,NA,NA,NA,NA
2014-07-01 04:00:00,7,4,NA,NA,NA,NA,NA,NA
2014-07-01 05:00:00,8,4,NA,NA,NA,NA,NA,NA
2014-07-01 06:00:00,7,5,NA,NA,NA,NA,NA,NA
2014-07-01 07:00:00,8,4,NA,NA,NA,NA,NA,NA
2014-07-01 08:00:00,7,3,NA,NA,NA,NA,NA,NA
2014-07-01 09:00:00,20,3,NA,NA,NA,NA,NA,NA
2014-07-01 10:00:00,19,5,NA,NA,NA,NA,NA,NA
2014-07-01 11:00:00,18,3,NA,NA,NA,NA,NA,NA
2014-07-01 12:00:00,19,4,NA,NA,NA,NA,NA,NA
2014-07-01 13:00:00,31,4,NA,NA,NA,NA,NA,NA
2014-07-01 14:00:00,24,8,NA,NA,NA,NA,NA,NA
2014-07-01 15:00:00,25,4,NA,NA,NA,NA,NA,NA
2014-07-01 16:00:00,19,2,NA,NA,NA,NA,NA,NA
2014-07-01 17:00:00,24,4,NA,NA,NA,NA,NA,NA
2014-07-01 18:00:00,23,5,NA,NA,NA,NA,NA,NA
2014-07-01 19:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-07-01 20:00:00,8,4,NA,NA,NA,NA,NA,NA
2014-07-01 21:00:00,4,5,NA,NA,NA,NA,NA,NA
2014-07-01 22:00:00,7,3,NA,NA,NA,NA,NA,NA
2014-07-01 23:00:00,6,2,8,3.875,8,3.47916666666667,8,3.41666666666667
2014-07-02 00:00:00,6,2,NA,NA,NA,NA,NA,NA
2014-07-02 01:00:00,8,4,NA,NA,NA,NA,NA,NA
2014-07-02 02:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-07-02 03:00:00,8,5,NA,NA,NA,NA,NA,NA
2014-07-02 04:00:00,6,2,NA,NA,NA,NA,NA,NA
2014-07-02 05:00:00,8,4,NA,NA,NA,NA,NA,NA
2014-07-02 06:00:00,3,1,NA,NA,NA,NA,NA,NA
2014-07-02 07:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-02 08:00:00,9,5,NA,NA,NA,NA,NA,NA
2014-07-02 09:00:00,15,6,NA,NA,NA,NA,NA,NA
2014-07-02 10:00:00,12,6,NA,NA,NA,NA,NA,NA
2014-07-02 11:00:00,12,7,NA,NA,NA,NA,NA,NA
2014-07-02 12:00:00,20,9,NA,NA,NA,NA,NA,NA
2014-07-02 13:00:00,18,8,NA,NA,NA,NA,NA,NA
2014-07-02 14:00:00,20,8,NA,NA,NA,NA,NA,NA
2014-07-02 15:00:00,20,10,NA,NA,NA,NA,NA,NA
2014-07-02 16:00:00,20,8,NA,NA,NA,NA,NA,NA
2014-07-02 17:00:00,20,7,NA,NA,NA,NA,NA,NA
2014-07-02 18:00:00,19,6,NA,NA,NA,NA,NA,NA
2014-07-02 19:00:00,12,8,NA,NA,NA,NA,NA,NA
2014-07-02 20:00:00,10,7,NA,NA,NA,NA,NA,NA
2014-07-02 21:00:00,10,6,NA,NA,NA,NA,NA,NA
2014-07-02 22:00:00,9,9,NA,NA,NA,NA,NA,NA
2014-07-02 23:00:00,10,7,10,5.75,10,4.8125,10,4.23611111111111
2014-07-03 00:00:00,10,6,NA,NA,NA,NA,NA,NA
2014-07-03 01:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-07-03 02:00:00,10,1,NA,NA,NA,NA,NA,NA
2014-07-03 03:00:00,10,2,NA,NA,NA,NA,NA,NA
2014-07-03 04:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-03 05:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-03 06:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-03 07:00:00,20,2,NA,NA,NA,NA,NA,NA
2014-07-03 08:00:00,21,6,NA,NA,NA,NA,NA,NA
2014-07-03 09:00:00,19,7,NA,NA,NA,NA,NA,NA
2014-07-03 10:00:00,15,7,NA,NA,NA,NA,NA,NA
2014-07-03 11:00:00,19,10,NA,NA,NA,NA,NA,NA
2014-07-03 12:00:00,22,10,NA,NA,NA,NA,NA,NA
2014-07-03 13:00:00,21,9,NA,NA,NA,NA,NA,NA
2014-07-03 14:00:00,14,9,NA,NA,NA,NA,NA,NA
2014-07-03 15:00:00,15,11,NA,NA,NA,NA,NA,NA
2014-07-03 16:00:00,14,8,NA,NA,NA,NA,NA,NA
2014-07-03 17:00:00,18,8,NA,NA,NA,NA,NA,NA
2014-07-03 18:00:00,14,10,NA,NA,NA,NA,NA,NA
2014-07-03 19:00:00,15,8,NA,NA,NA,NA,NA,NA
2014-07-03 20:00:00,14,4,NA,NA,NA,NA,NA,NA
2014-07-03 21:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-07-03 22:00:00,12,4,NA,NA,NA,NA,NA,NA
2014-07-03 23:00:00,13,2,11,5.41666666666667,11,5.58333333333333,11,5.01388888888889
2014-07-04 00:00:00,11,2,NA,NA,NA,NA,NA,NA
2014-07-04 01:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-04 02:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-04 03:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-04 04:00:00,11,2,NA,NA,NA,NA,NA,NA
2014-07-04 05:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-04 06:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-04 07:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-04 08:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-04 09:00:00,20,3,NA,NA,NA,NA,NA,NA
2014-07-04 10:00:00,21,7,NA,NA,NA,NA,NA,NA
2014-07-04 11:00:00,21,6,NA,NA,NA,NA,NA,NA
2014-07-04 12:00:00,20,7,NA,NA,NA,NA,NA,NA
2014-07-04 13:00:00,16,3,NA,NA,NA,NA,NA,NA
2014-07-04 14:00:00,14,7,NA,NA,NA,NA,NA,NA
2014-07-04 15:00:00,16,2,NA,NA,NA,NA,NA,NA
2014-07-04 16:00:00,6,1,NA,NA,NA,NA,NA,NA
2014-07-04 17:00:00,23,1,NA,NA,NA,NA,NA,NA
2014-07-04 18:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-04 19:00:00,23,4,NA,NA,NA,NA,NA,NA
2014-07-04 20:00:00,9,7,NA,NA,NA,NA,NA,NA
2014-07-04 21:00:00,11,5,NA,NA,NA,NA,NA,NA
2014-07-04 22:00:00,10,1,NA,NA,NA,NA,NA,NA
2014-07-04 23:00:00,15,2,7,2.70833333333333,11,4.0625,11,4.625
2014-07-05 00:00:00,11,5,NA,NA,NA,NA,NA,NA
2014-07-05 01:00:00,10,7,NA,NA,NA,NA,NA,NA
2014-07-05 02:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-05 03:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-05 04:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-05 05:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-05 06:00:00,21,1,NA,NA,NA,NA,NA,NA
2014-07-05 07:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-05 08:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-05 09:00:00,18,2,NA,NA,NA,NA,NA,NA
2014-07-05 10:00:00,19,1,NA,NA,NA,NA,NA,NA
2014-07-05 11:00:00,6,1,NA,NA,NA,NA,NA,NA
2014-07-05 12:00:00,34,2,NA,NA,NA,NA,NA,NA
2014-07-05 13:00:00,7,2,NA,NA,NA,NA,NA,NA
2014-07-05 14:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-05 15:00:00,22,2,NA,NA,NA,NA,NA,NA
2014-07-05 16:00:00,24,2,NA,NA,NA,NA,NA,NA
2014-07-05 17:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-05 18:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-05 19:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-05 20:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-05 21:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-05 22:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-05 23:00:00,NA,1,7,1.29166666666667,7,2,11,3.13888888888889
2014-07-06 00:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-06 01:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-07-06 02:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-06 03:00:00,8,1,NA,NA,NA,NA,NA,NA
2014-07-06 04:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-06 05:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-06 06:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-06 07:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-06 08:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-06 09:00:00,21,1,NA,NA,NA,NA,NA,NA
2014-07-06 10:00:00,26,3,NA,NA,NA,NA,NA,NA
2014-07-06 11:00:00,25,2,NA,NA,NA,NA,NA,NA
2014-07-06 12:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-06 13:00:00,21,4,NA,NA,NA,NA,NA,NA
2014-07-06 14:00:00,15,5,NA,NA,NA,NA,NA,NA
2014-07-06 15:00:00,22,6,NA,NA,NA,NA,NA,NA
2014-07-06 16:00:00,24,4,NA,NA,NA,NA,NA,NA
2014-07-06 17:00:00,1,1,NA,NA,NA,NA,NA,NA
2014-07-06 18:00:00,21,1,NA,NA,NA,NA,NA,NA
2014-07-06 19:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-06 20:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-06 21:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-06 22:00:00,7,3,NA,NA,NA,NA,NA,NA
2014-07-06 23:00:00,8,3,6,1.75,7,1.52083333333333,7,1.91666666666667
2014-07-07 00:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-07 01:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-07-07 02:00:00,9,3,NA,NA,NA,NA,NA,NA
2014-07-07 03:00:00,7,2,NA,NA,NA,NA,NA,NA
2014-07-07 04:00:00,9,3,NA,NA,NA,NA,NA,NA
2014-07-07 05:00:00,10,1,NA,NA,NA,NA,NA,NA
2014-07-07 06:00:00,9,2,NA,NA,NA,NA,NA,NA
2014-07-07 07:00:00,9,3,NA,NA,NA,NA,NA,NA
2014-07-07 08:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-07-07 09:00:00,20,3,NA,NA,NA,NA,NA,NA
2014-07-07 10:00:00,21,4,NA,NA,NA,NA,NA,NA
2014-07-07 11:00:00,17,4,NA,NA,NA,NA,NA,NA
2014-07-07 12:00:00,24,6,NA,NA,NA,NA,NA,NA
2014-07-07 13:00:00,19,6,NA,NA,NA,NA,NA,NA
2014-07-07 14:00:00,22,6,NA,NA,NA,NA,NA,NA
2014-07-07 15:00:00,23,6,NA,NA,NA,NA,NA,NA
2014-07-07 16:00:00,23,10,NA,NA,NA,NA,NA,NA
2014-07-07 17:00:00,20,7,NA,NA,NA,NA,NA,NA
2014-07-07 18:00:00,20,6,NA,NA,NA,NA,NA,NA
2014-07-07 19:00:00,25,4,NA,NA,NA,NA,NA,NA
2014-07-07 20:00:00,35,1,NA,NA,NA,NA,NA,NA
2014-07-07 21:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-07 22:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-07 23:00:00,5,1,10,3.54166666666667,10,2.64583333333333,10,2.19444444444444
2014-07-08 00:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-08 01:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-08 02:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-08 03:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-07-08 04:00:00,7,1,NA,NA,NA,NA,NA,NA
2014-07-08 05:00:00,7,3,NA,NA,NA,NA,NA,NA
2014-07-08 06:00:00,7,2,NA,NA,NA,NA,NA,NA
2014-07-08 07:00:00,7,4,NA,NA,NA,NA,NA,NA
2014-07-08 08:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-07-08 09:00:00,20,4,NA,NA,NA,NA,NA,NA
2014-07-08 10:00:00,18,4,NA,NA,NA,NA,NA,NA
2014-07-08 11:00:00,23,8,NA,NA,NA,NA,NA,NA
2014-07-08 12:00:00,22,9,NA,NA,NA,NA,NA,NA
2014-07-08 13:00:00,22,8,NA,NA,NA,NA,NA,NA
2014-07-08 14:00:00,22,9,NA,NA,NA,NA,NA,NA
2014-07-08 15:00:00,22,8,NA,NA,NA,NA,NA,NA
2014-07-08 16:00:00,17,6,NA,NA,NA,NA,NA,NA
2014-07-08 17:00:00,17,6,NA,NA,NA,NA,NA,NA
2014-07-08 18:00:00,19,7,NA,NA,NA,NA,NA,NA
2014-07-08 19:00:00,25,4,NA,NA,NA,NA,NA,NA
2014-07-08 20:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-08 21:00:00,10,1,NA,NA,NA,NA,NA,NA
2014-07-08 22:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-08 23:00:00,5,3,9,3.91666666666667,10,3.72916666666667,10,3.06944444444444
2014-07-09 00:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-09 01:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-07-09 02:00:00,4,2,NA,NA,NA,NA,NA,NA
2014-07-09 03:00:00,4,2,NA,NA,NA,NA,NA,NA
2014-07-09 04:00:00,8,1,NA,NA,NA,NA,NA,NA
2014-07-09 05:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-07-09 06:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-09 07:00:00,9,3,NA,NA,NA,NA,NA,NA
2014-07-09 08:00:00,21,3,NA,NA,NA,NA,NA,NA
2014-07-09 09:00:00,19,4,NA,NA,NA,NA,NA,NA
2014-07-09 10:00:00,21,6,NA,NA,NA,NA,NA,NA
2014-07-09 11:00:00,22,8,NA,NA,NA,NA,NA,NA
2014-07-09 12:00:00,22,9,NA,NA,NA,NA,NA,NA
2014-07-09 13:00:00,21,9,NA,NA,NA,NA,NA,NA
2014-07-09 14:00:00,18,8,NA,NA,NA,NA,NA,NA
2014-07-09 15:00:00,17,12,NA,NA,NA,NA,NA,NA
2014-07-09 16:00:00,16,7,NA,NA,NA,NA,NA,NA
2014-07-09 17:00:00,17,9,NA,NA,NA,NA,NA,NA
2014-07-09 18:00:00,17,7,NA,NA,NA,NA,NA,NA
2014-07-09 19:00:00,22,6,NA,NA,NA,NA,NA,NA
2014-07-09 20:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-09 21:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-09 22:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-07-09 23:00:00,8,1,12,4.45833333333333,12,4.1875,12,3.97222222222222
2014-07-10 00:00:00,8,1,NA,NA,NA,NA,NA,NA
2014-07-10 01:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-07-10 02:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-07-10 03:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-10 04:00:00,8,2,NA,NA,NA,NA,NA,NA
2014-07-10 05:00:00,NA,1,NA,NA,NA,NA,NA,NA
2014-07-10 06:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-10 07:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-07-10 08:00:00,8,1,NA,NA,NA,NA,NA,NA
2014-07-10 09:00:00,20,6,NA,NA,NA,NA,NA,NA
2014-07-10 10:00:00,20,6,NA,NA,NA,NA,NA,NA
2014-07-10 11:00:00,21,5,NA,NA,NA,NA,NA,NA
2014-07-10 12:00:00,24,5,NA,NA,NA,NA,NA,NA
2014-07-10 13:00:00,21,7,NA,NA,NA,NA,NA,NA
2014-07-10 14:00:00,27,5,NA,NA,NA,NA,NA,NA
2014-07-10 15:00:00,21,10,NA,NA,NA,NA,NA,NA
2014-07-10 16:00:00,22,9,NA,NA,NA,NA,NA,NA
2014-07-10 17:00:00,21,6,NA,NA,NA,NA,NA,NA
2014-07-10 18:00:00,19,5,NA,NA,NA,NA,NA,NA
2014-07-10 19:00:00,24,4,NA,NA,NA,NA,NA,NA
2014-07-10 20:00:00,32,1,NA,NA,NA,NA,NA,NA
2014-07-10 21:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-10 22:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-10 23:00:00,7,1,10,3.45833333333333,12,3.95833333333333,12,3.94444444444444
2014-07-11 00:00:00,NA,0,NA,NA,NA,NA,NA,NA
2014-07-11 01:00:00,7,2,NA,NA,NA,NA,NA,NA
2014-07-11 02:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-07-11 03:00:00,7,4,NA,NA,NA,NA,NA,NA
2014-07-11 04:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-07-11 05:00:00,8,3,NA,NA,NA,NA,NA,NA
2014-07-11 06:00:00,9,4,NA,NA,NA,NA,NA,NA
2014-07-11 07:00:00,8,5,NA,NA,NA,NA,NA,NA
2014-07-11 08:00:00,7,3,NA,NA,NA,NA,NA,NA
2014-07-11 09:00:00,19,2,NA,NA,NA,NA,NA,NA
2014-07-11 10:00:00,32,6,NA,NA,NA,NA,NA,NA
